company_name,ticker_code,industry,market,market_type,fiscal_period,prefecture,stock_price,market_cap,pbr,per_forward,per_trailing,per_previous,payout_ratio,dividend_yield,eps_trailing,eps_forward,eps_previous,revenue,operating_income,operating_margin,net_income,profit_margin,roe,equity_ratio,total_liabilities,current_liabilities,current_assets,total_debt,cash_and_equivalents,investment_securities,net_cash,net_cash_ratio,week52_high,week52_low,week52_high_ratio,volume_current,volume_avg_10d,volume_avg_90d,volume_surge_ratio,short_percent_float,short_ratio,beta,ma5,ma25,ma75,ma5_deviation,ma25_deviation,ma75_deviation,rsi14,bb_upper,bb_lower,bb_width,bb_pct_b
Ａｂａｌａｎｃｅ,3856,電気機器,スタンダード（内国株式）,JP,2024-06-30,,517.0,9797486592.0,0.2633591,,1.4525735,2.495943655349003,0.0139999995,0.008032128,355.92,,290.40999515749377,208972000000.0,23353000000.0,0.11744001,9530000000.0,0.01313,,0.16050155487337936,107743000000.0,83261000000.0,89197000000.0,44955000000.0,37740000000.0,2582000000.0,-16738600000.0,-1.7084585768831435,1400.0,328.0,0.3693,663500.0,124430.0,121096.0,3.5561,,,0.852,,,,,,,,,,,
ユビキタスＡＩ,3858,情報・通信業,スタンダード（内国株式）,JP,2026-03-31,,291.0,3043534848.0,1.5943109,,,43.634178780027234,0.0,0.0,-49.6,,8.708769378144874,3924475000.0,-201117000.0,0.06597,-518702000.0,-0.13201,-0.24070999,0.5165554230550977,1788232000.0,747972000.0,3086895000.0,916685000.0,1995296000.0,312468000.0,1517390600.0,0.49856192742367444,507.0,280.0,0.574,51100.0,41480.0,104177.0,0.6211,,,0.62,,,,,,,,,,,
王子ホールディングス,3861,パルプ・紙,プライム（内国株式）,JP,2026-03-31,,860.9,731105853440.0,0.6846156,11.275704,14.090017,15.164363174801968,0.5893,0.041417394,61.1,76.35,47.330000001230125,1861709000000.0,34582000000.0,0.01688,55582000000.0,0.029860001,0.05017,0.4102668310169471,1550065000000.0,750700000000.0,803726000000.0,955902000000.0,65909000000.0,191730000000.0,-612128000000.0,-0.8372631639041251,990.7,707.2,0.869,3132100.0,3018030.0,4306932.0,0.7221,,,0.064,,,,,,,,,,,
日本製紙,3863,パルプ・紙,プライム（内国株式）,JP,2026-03-31,,1509.0,174000537600.0,0.34220684,12.5114,14.829009,27.96616882076609,0.1475,0.009433962,101.76,120.61,39.33000014687013,1192606000000.0,25207000000.0,0.03354,11743000000.0,0.00985,0.02626,0.292477504761346,1197973000000.0,462541000000.0,665069000000.0,876858000000.0,207411000000.0,179647000000.0,-407151100000.0,-2.33994162096198,1612.0,1040.0,0.9361,1090800.0,761020.0,1120474.0,0.9837,,,0.264,,,,,,,,,,,
三菱製紙,3864,パルプ・紙,プライム（内国株式）,JP,2026-03-31,,1133.0,49634668544.0,0.48117512,20.981482,26.12405,6.278648894137887,0.3459,0.012520868,43.37,54.0,99.13000015041831,157455000000.0,264000000.0,0.03411,1900000000.0,0.01207,0.02024,0.46303461773261034,119592000000.0,82286000000.0,81961000000.0,64920000000.0,4895000000.0,24397000000.0,-20553100000.0,-0.4140875844024252,1226.0,586.0,0.9241,305700.0,336620.0,237950.0,1.2872,,,0.428,,,,,,,,,,,
北越コーポレーション,3865,パルプ・紙,プライム（内国株式）,JP,2026-03-31,,925.0,146891816960.0,0.58316314,9.259259,21.254595,10.620201234847316,0.5969,0.027956989,43.52,99.9,92.25999974167912,287736000000.0,7539000000.0,0.02902,7299000000.0,0.02537,0.02874,0.5989124387147089,167829000000.0,88691000000.0,189330000000.0,100828000000.0,30123000000.0,68667000000.0,69567900000.0,0.4735995608179044,1074.0,809.0,0.8613,254900.0,232210.0,312372.0,0.7997,,,0.243,,,,,,,,,,,
みのや,386A,小売業,スタンダード（内国株式）,JP,2024-06-30,,1281.0,4618004992.0,1.1765214,,18.05497,,0.0,0.0,70.95,,,,,0.048130002,,0.0116799995,,0.32541649810982043,5182736000.0,3554514000.0,3233742000.0,2247262000.0,1108145000.0,176398000.0,-1825515400.0,-0.39530390356061357,2365.0,1271.0,0.5416,1000.0,1700.0,5335.0,0.134,,,,,,,,,,,,,,
中越パルプ工業,3877,パルプ・紙,プライム（内国株式）,JP,2026-03-31,,2155.0,27078367232.0,0.45167497,,11.084821,11.876721049630559,0.46310002,0.041341294,194.41,,136.66000465311407,110386000000.0,2747000000.0,0.050040003,2440000000.0,0.0221,0.04271,0.5034260954268344,59135000000.0,42668000000.0,51586000000.0,33352000000.0,4882000000.0,15287000000.0,3151900000.0,0.11639918954475312,2185.0,1620.0,0.9863,30000.0,31850.0,36996.0,0.834,,,0.475,,,,,,,,,,,
巴川コーポレーション,3878,化学,スタンダード（内国株式）,JP,2026-03-31,,843.0,8266632704.0,0.4677549,7.733945,8.834626,9.453993328309815,0.15720001,0.017103763,95.42,109.0,72.99487038050404,35552000000.0,1623000000.0,0.04201,945000000.0,0.02658,0.056360003,0.34691113248660216,28449000000.0,20973000000.0,22723000000.0,15138000000.0,5104000000.0,7323000000.0,-599900000.0,-0.07256884652800948,950.0,688.0,0.8874,216500.0,143020.0,68786.0,3.1383,,,0.686,,,,,,,,,,,
フラー,387A,情報・通信業,グロース（内国株式）,JP,2024-06-30,,1011.0,1757310080.0,1.4570851,,10.473428,265.1367411474441,0.0,0.0,96.53,,16.97237425686515,,,0.041750003,,0.052449998,,0.595837630976246,520762000.0,294523000.0,1137985000.0,228319000.0,886065000.0,19769000.0,631061300.0,0.3591064019845604,5420.0,801.0,0.1865,6800.0,2160.0,5108.0,1.5656,,,,,,,,,,,,,,
